"vote_gop","state_abb","income","mar_gay","gun_law"
1,"KS",3,1,0
1,"CA",3,1,1
1,"GA",2,0,0
1,"TN",4,1,1
0,"NM",2,0,0
0,"PA",2,0,0
1,"NV",3,1,1
0,"OR",4,0,0
0,"FL",3,0,0
0,"FL",2,1,0
0,"NY",4,0,0
1,"MI",3,1,0
0,"MA",2,0,0
0,"NY",5,0,0
0,"CT",4,0,1
0,"MA",1,0,0
1,"OH",5,1,1
1,"NC",3,1,0
1,"NH",5,1,1
1,"TX",5,1,0
0,"TN",2,1,0
1,"FL",3,1,0
0,"MI",1,0,0
0,"HI",4,0,0
1,"AZ",2,1,0
0,"VA",5,0,0
0,"CA",4,0,0
0,"AZ",1,0,0
1,"AL",3,1,0
0,"MS",2,1,0
1,"VA",4,1,0
1,"SC",4,0,0
0,"OR",1,0,0
0,"CA",5,0,0
0,"PA",2,1,0
1,"IL",5,0,0
0,"NC",2,0,0
0,"MN",3,0,0
0,"MA",5,0,1
0,"TN",4,0,0
0,"GA",2,0,0
0,"MA",5,0,0
1,"IL",2,0,0
0,"RI",5,0,0
0,"NE",3,1,0
1,"TN",4,1,0
0,"ID",3,1,0
0,"IN",2,0,0
0,"IL",4,0,0
0,"WA",2,0,0
1,"OR",3,1,1
0,"CA",5,0,0
1,"GA",2,1,1
1,"TX",2,1,1
0,"PA",5,0,0
1,"MO",5,1,0
1,"UT",4,1,0
1,"VA",5,1,0
1,"GA",5,1,1
0,"AZ",4,1,0
0,"FL",4,0,0
1,"MO",3,0,0
1,"MI",4,0,0
1,"WA",2,1,0
0,"WA",1,1,1
0,"IL",3,0,0
1,"OH",3,1,0
1,"CO",3,1,0
1,"NY",3,1,0
1,"NY",4,1,0
1,"SC",3,1,0
1,"DE",3,1,0
1,"PA",3,1,0
1,"NC",5,1,0
1,"VT",5,1,0
1,"FL",5,1,0
0,"FL",5,0,0
0,"NY",5,0,0
0,"IL",5,0,0
0,"UT",1,0,0
0,"NY",3,1,0
1,"AZ",5,1,0
1,"WA",5,1,0
1,"CT",5,1,0
1,"MT",5,1,1
0,"OR",5,0,0
1,"IN",3,0,0
1,"NJ",3,1,0
0,"IL",3,0,0
1,"OR",5,1,0
0,"AZ",3,0,0
0,"OR",4,0,0
0,"CA",5,0,0
0,"FL",2,0,0
0,"OH",5,0,0
0,"NJ",3,0,0
1,"IL",5,0,0
0,"NM",2,0,0
1,"IA",3,1,0
0,"CT",5,0,0
1,"NC",5,1,1
1,"MS",3,1,1
1,"TX",5,1,0
1,"MN",5,1,0
1,"OH",4,1,0
1,"CO",4,1,0
1,"NV",3,0,1
0,"MO",4,0,0
0,"CA",5,0,0
1,"CA",4,1,0
0,"SC",3,0,0
1,"FL",3,1,1
0,"SC",4,0,0
0,"AL",5,0,0
1,"TX",2,1,1
0,"CA",5,0,0
0,"NJ",5,1,0
1,"CA",4,0,0
0,"WA",2,0,0
0,"NJ",5,0,0
0,"MI",5,0,0
0,"OR",4,1,0
1,"FL",4,1,0
1,"FL",4,1,0
0,"WI",3,0,0
1,"PA",3,1,0
1,"OR",2,1,0
0,"CA",1,0,0
1,"WI",3,1,0
0,"FL",3,0,0
1,"AL",1,1,0
1,"TX",5,1,1
1,"GA",5,1,1
0,"CA",4,0,0
0,"WI",5,0,0
0,"NC",2,0,0
0,"IN",4,1,0
0,"NC",2,0,0
1,"NY",4,1,0
0,"MN",5,0,0
0,"IL",2,0,0
0,"TX",3,1,0
1,"FL",3,1,0
0,"GA",3,1,0
0,"NC",4,0,0
1,"OH",3,1,0
0,"NC",5,0,0
1,"NV",3,1,0
0,"TN",4,0,0
0,"TN",2,1,1
0,"MS",3,0,0
1,"IL",2,1,0
1,"WA",1,0,1
1,"TN",2,0,0
0,"TX",2,0,0
0,"OH",2,0,0
1,"FL",3,1,0
1,"MN",5,1,0
0,"MA",3,0,0
0,"MD",5,0,0
0,"HI",4,1,0
1,"MD",2,1,0
0,"CA",4,1,0
0,"NH",3,0,0
0,"IL",2,0,0
1,"MI",3,1,1
0,"VA",3,0,0
0,"OH",2,0,0
1,"TX",3,1,0
0,"CA",4,0,0
1,"AZ",1,1,0
0,"CO",4,0,0
0,"TX",3,0,0
0,"WI",3,0,0
1,"NC",3,0,0
0,"MA",5,0,0
1,"MS",4,1,1
0,"TX",3,0,0
0,"TX",5,0,0
1,"SC",2,1,0
1,"GA",1,0,0
0,"MA",2,0,0
0,"VA",4,0,0
0,"WA",4,0,0
0,"TX",2,0,0
0,"WA",5,0,0
1,"GA",2,1,0
0,"NJ",4,0,0
0,"FL",2,0,0
0,"FL",4,0,0
1,"IA",5,1,1
1,"GA",3,1,0
0,"FL",1,0,0
0,"NY",3,0,0
1,"CA",3,1,0
1,"GA",2,1,0
0,"MN",5,0,0
0,"FL",5,0,0
0,"CA",5,0,0
0,"IL",5,0,0
0,"MA",3,0,0
0,"IL",2,0,0
1,"SC",2,1,0
1,"GA",3,1,0
0,"MN",5,0,0
0,"AZ",5,0,0
0,"TN",5,0,0
1,"NE",3,1,0
0,"NC",4,0,0
1,"NY",3,1,1
0,"VA",5,1,0
1,"FL",1,1,1
1,"AR",3,1,0
0,"MA",3,0,0
1,"ID",3,1,1
1,"FL",4,1,1
0,"WI",4,0,0
0,"CA",5,0,0
1,"TX",4,1,0
1,"OH",3,0,0
1,"NE",5,1,1
0,"NV",1,0,0
0,"OK",5,1,1
0,"NY",4,1,0
1,"OH",5,1,1
1,"SC",3,1,0
1,"GA",5,1,0
1,"DE",3,1,1
0,"NY",5,0,0
0,"KS",5,0,0
1,"FL",3,1,0
1,"IL",5,1,0
0,"FL",4,0,0
0,"MA",4,0,0
0,"WI",2,1,0
0,"PA",5,0,0
1,"ID",3,1,0
1,"CT",5,1,1
0,"WI",3,0,0
0,"CA",5,0,0
0,"CA",5,0,0
1,"GA",3,1,0
0,"NV",5,0,0
0,"FL",3,0,0
0,"KS",5,1,0
1,"FL",4,1,1
0,"PA",3,0,0
1,"FL",4,0,0
0,"FL",4,0,0
1,"CA",3,1,0
0,"MA",5,0,0
0,"NV",4,0,0
1,"OH",3,1,0
1,"NY",5,1,0
0,"AR",2,0,1
1,"FL",5,0,0
0,"CO",5,0,0
1,"TX",5,1,1
0,"PA",3,1,0
1,"MD",3,1,0
0,"VA",5,0,0
1,"TX",3,1,1
0,"FL",2,0,0
1,"CA",3,1,1
1,"TN",1,1,0
1,"NH",4,1,1
0,"GA",5,0,0
0,"RI",5,0,0
1,"NY",5,1,1
0,"TX",4,0,0
1,"CA",4,1,0
1,"CA",3,0,0
1,"CA",5,1,1
0,"WA",4,0,0
1,"CA",4,1,0
0,"CA",5,0,0
0,"NH",3,1,0
0,"IN",3,0,0
1,"AZ",2,1,1
1,"MS",5,1,1
1,"CA",3,1,1
1,"HI",1,0,0
1,"GA",3,0,0
1,"HI",5,0,0
1,"FL",4,1,0
1,"MS",2,1,0
0,"NV",4,0,0
1,"TX",4,0,0
0,"NJ",3,0,0
0,"GA",2,1,0
1,"NH",2,0,1
1,"MN",2,1,0
0,"CA",5,1,0
0,"VA",3,1,0
0,"CA",4,0,0
1,"FL",5,1,1
0,"ME",3,0,0
1,"FL",4,1,1
1,"UT",4,1,0
0,"AZ",3,0,0
1,"NV",4,0,0
1,"VA",5,1,0
0,"DE",3,0,0
0,"UT",5,0,0
1,"TX",5,1,0
0,"IL",5,0,0
1,"KS",3,1,0
0,"NC",4,0,0
1,"TN",2,1,1
0,"AZ",3,1,0
0,"KS",3,0,0
1,"AZ",5,1,1
1,"GA",3,0,0
0,"VA",5,0,0
1,"CA",4,1,0
1,"NY",5,1,0
1,"OR",4,1,0
0,"OK",5,0,0
1,"AZ",2,1,0
0,"WA",2,0,0
1,"TX",5,0,0
0,"WI",5,0,0
0,"MD",3,0,0
0,"OR",2,0,0
0,"OR",2,0,0
1,"SC",5,1,0
0,"WA",5,0,0
0,"NY",1,0,0
0,"IN",4,0,0
1,"FL",1,0,0
0,"OH",1,0,0
0,"WI",2,1,0
0,"CA",2,1,0
0,"NY",3,0,0
0,"FL",3,0,0
1,"MO",4,0,0
0,"CA",2,0,0
1,"TN",3,1,0
1,"OK",4,1,1
0,"NE",2,0,0
0,"TX",4,0,0
1,"SC",4,1,0
1,"TX",5,1,0
0,"OR",3,0,0
0,"CO",1,0,0
1,"TX",5,1,0
0,"NJ",5,0,0
1,"MI",4,1,1
1,"VA",5,1,0
0,"MD",5,0,0
0,"NV",5,0,0
0,"NE",2,0,0
0,"PA",3,0,0
0,"CA",5,0,0
0,"MI",2,1,0
0,"MD",5,0,0
0,"FL",5,0,0
0,"MN",5,0,0
1,"IL",3,1,0
0,"CA",4,0,0
0,"IL",5,0,0
1,"TX",4,1,0
1,"OH",2,0,0
1,"IN",4,1,0
0,"TX",4,0,0
0,"KY",4,0,0
0,"OH",4,0,0
1,"PA",5,0,1
1,"TX",5,0,0
0,"MD",3,0,0
1,"NC",2,0,1
1,"WI",4,0,0
1,"TX",3,1,1
1,"TX",4,0,0
0,"AZ",2,0,0
0,"MN",1,0,0
0,"MD",2,0,0
1,"DE",3,1,0
1,"MT",5,1,1
1,"FL",5,1,0
1,"FL",3,1,0
0,"CA",1,0,0
1,"FL",3,1,0
0,"VA",5,0,0
0,"ME",1,0,1
1,"OH",3,1,0
0,"ND",2,1,0
1,"NY",3,0,0
0,"NY",5,0,0
1,"MN",3,1,1
0,"AZ",2,0,0
1,"FL",2,1,0
1,"MN",2,1,0
1,"NY",3,1,0
0,"TX",5,0,0
1,"AL",3,1,0
0,"GA",3,0,0
1,"NC",3,1,0
1,"CA",4,0,0
0,"WA",5,0,0
0,"WA",2,0,0
0,"MN",3,0,0
1,"WY",3,1,1
1,"OR",3,1,0
0,"PA",4,0,0
1,"CA",5,1,0
1,"TX",4,1,0
1,"CA",3,1,1
0,"CA",2,0,0
0,"VA",5,0,0
0,"VA",5,0,0
1,"NC",4,0,0
1,"AR",3,1,0
0,"CT",2,0,0
1,"WI",5,1,1
0,"CA",2,0,0
1,"CO",3,1,0
1,"KY",4,1,0
1,"OK",3,1,1
1,"PA",3,1,0
1,"GA",4,1,0
0,"MN",2,0,0
0,"FL",3,0,0
1,"NE",3,0,0
0,"PA",5,0,0
0,"DE",3,0,0
1,"GA",5,1,1
1,"AR",5,1,1
0,"VA",4,0,0
0,"MT",4,0,0
0,"NE",3,1,0
0,"TX",3,0,0
1,"GA",3,1,0
1,"ME",4,1,0
0,"CA",3,0,0
0,"AZ",2,0,0
0,"TX",2,0,0
0,"TX",2,0,0
0,"TX",4,0,0
0,"CA",1,0,0
1,"KS",3,0,0
1,"CO",3,1,0
1,"AZ",2,1,0
0,"WI",1,0,0
0,"VA",5,0,0
1,"AZ",2,1,1
1,"TX",5,1,0
0,"TX",5,0,0
1,"TX",3,0,0
1,"NM",5,1,1
1,"MI",2,1,1
1,"CO",3,0,0
1,"OR",2,1,0
0,"CA",4,0,0
0,"MO",5,0,0
1,"WI",5,1,1
0,"IL",4,0,0
1,"OH",4,1,0
0,"TX",2,0,0
0,"KY",4,1,0
0,"CT",3,1,0
1,"IN",5,1,0
0,"TN",3,0,0
1,"MD",3,1,1
0,"KS",5,0,0
1,"LA",5,0,0
1,"CA",2,1,1
1,"WI",4,0,1
0,"MO",3,0,0
1,"NE",4,1,0
0,"NC",4,0,0
0,"NY",3,1,0
0,"FL",2,0,0
0,"MA",3,0,0
0,"MD",5,0,0
0,"CA",5,0,0
0,"AR",2,0,1
1,"FL",1,1,0
0,"WA",4,0,0
1,"PA",5,1,1
1,"MN",3,1,1
0,"CT",2,0,0
1,"PA",5,1,0
0,"WI",2,0,1
1,"SC",3,1,0
0,"NH",3,0,0
0,"MA",1,0,0
0,"MS",2,0,0
1,"FL",5,1,0
1,"PA",3,1,0
1,"IA",3,1,0
0,"WA",5,0,0
1,"WA",3,1,0
1,"CA",4,1,1
1,"CA",5,0,0
1,"GA",3,1,0
1,"CA",4,1,1
0,"MI",2,0,0
0,"KY",4,0,0
1,"TX",3,1,1
1,"CA",4,1,1
1,"CO",3,1,1
1,"LA",4,1,0
0,"TX",3,0,0
1,"WI",2,1,0
0,"FL",5,0,0
0,"CA",5,0,0
1,"FL",5,1,1
1,"CA",4,1,1
1,"OH",4,1,0
1,"CA",5,1,0
1,"AZ",2,1,0
1,"RI",5,1,1
1,"VA",5,1,0
1,"VA",3,1,0
1,"NJ",5,1,0
0,"CA",3,1,0
1,"CA",3,1,0
1,"PA",2,0,0
1,"TN",4,1,0
1,"NV",5,0,0
1,"CA",2,1,0
0,"WA",3,0,0
1,"PA",3,1,1
1,"WA",3,1,1
0,"WA",5,0,0
0,"MO",2,0,0
0,"FL",4,0,0
0,"AL",4,0,0
0,"TN",4,0,0
1,"FL",2,1,0
1,"LA",5,1,0
1,"WA",4,1,1
0,"CA",1,0,0
1,"NJ",3,1,0
0,"CA",1,0,0
0,"CA",1,0,0
0,"MO",4,0,0
1,"GA",3,1,1
0,"CA",2,0,0
0,"CA",3,0,0
1,"FL",2,1,0
0,"IA",1,0,1
0,"CA",3,0,0
1,"OH",1,1,0
0,"NJ",3,0,0
1,"TX",5,0,0
1,"NY",3,1,0
1,"NC",3,1,0
0,"CA",3,0,0
1,"OH",2,1,0
1,"FL",2,1,0
0,"AZ",5,0,0
0,"MI",3,0,0
0,"KY",1,0,0
1,"OH",5,0,0
1,"CA",4,1,1
1,"NY",3,1,0
0,"VA",5,0,0
1,"GA",3,1,0
1,"OH",4,0,0
1,"MO",1,1,0
0,"CA",2,1,0
0,"FL",4,0,0
1,"IN",3,1,0
0,"CA",3,0,0
0,"OR",1,0,0
0,"MO",5,0,0
0,"FL",2,1,0
0,"GA",1,0,0
1,"NY",5,0,0
1,"NJ",3,1,0
0,"OH",4,0,0
1,"FL",3,1,0
1,"MI",5,1,0
0,"AR",4,0,0
1,"OH",3,1,0
0,"IL",3,0,0
1,"PA",3,1,0
0,"AZ",1,0,0
0,"MO",2,0,0
1,"PA",4,1,0
0,"VA",4,0,0
0,"FL",1,0,0
1,"TX",3,0,0
1,"FL",5,0,0
0,"UT",2,0,0
0,"MA",3,0,0
1,"NY",1,1,0
1,"MD",5,1,1
1,"TX",3,1,0
0,"GA",3,0,0
1,"NM",1,1,0
0,"MN",1,0,0
0,"MI",4,0,0
0,"OH",1,0,0
1,"OH",3,1,0
1,"TX",4,1,0
0,"CA",4,0,0
1,"CA",5,1,1
0,"CA",5,0,0
0,"NJ",5,0,0
0,"IL",5,0,0
1,"NJ",3,1,0
1,"MI",4,1,1
1,"OK",2,1,1
1,"TX",4,1,0
0,"FL",1,0,0
0,"CA",3,0,0
0,"MN",3,0,0
0,"KY",3,0,0
0,"CA",4,1,0
0,"SD",2,0,0
0,"MO",2,0,0
1,"GA",3,1,0
0,"FL",2,0,0
0,"IL",5,0,0
1,"CA",5,1,0
0,"MI",1,0,0
0,"NC",4,0,0
0,"TX",5,0,0
1,"ID",3,0,1
0,"MA",1,0,0
0,"WA",4,0,0
1,"IL",3,0,0
0,"CO",5,0,0
0,"WI",4,0,0
1,"CT",3,1,0
0,"CO",3,0,0
1,"AZ",3,1,0
1,"WI",3,0,0
1,"WA",3,0,1
0,"OH",2,0,0
1,"IN",4,0,0
1,"TX",5,1,0
1,"OH",1,1,0
1,"MN",4,1,1
0,"PA",1,0,0
1,"TX",4,1,1
0,"AR",3,0,0
1,"OH",3,1,0
0,"ME",3,0,0
0,"MI",3,1,0
0,"NE",5,0,0
1,"MN",3,0,0
1,"MD",4,1,0
0,"MN",4,0,0
1,"FL",4,1,1
0,"PA",2,0,0
0,"IL",2,0,0
0,"IN",1,0,0
1,"CT",4,0,0
0,"MA",2,0,0
0,"OR",3,0,0
1,"FL",5,1,0
1,"CT",3,1,0
1,"TN",3,1,0
0,"CT",5,0,0
1,"FL",3,1,0
0,"OH",1,0,0
0,"VA",4,0,0
1,"IN",5,1,1
0,"TX",4,1,0
1,"MI",5,0,0
1,"IL",2,1,0
0,"GA",1,0,0
0,"OK",4,0,0
1,"IL",5,1,1
0,"MN",4,1,0
1,"KY",5,1,1
1,"AZ",2,1,0
0,"OR",4,0,0
0,"NY",5,0,0
1,"ID",2,1,1
1,"AZ",1,0,0
0,"SC",2,0,0
1,"AZ",3,1,0
0,"AZ",4,0,0
1,"CA",5,0,0
1,"MD",5,0,0
1,"WA",5,1,0
0,"CO",4,0,0
0,"WI",3,0,0
0,"UT",2,0,0
1,"FL",3,1,0
1,"WI",2,1,0
1,"TX",3,1,0
0,"ME",5,1,0
1,"CO",3,0,0
0,"CA",1,0,0
1,"IL",3,1,0
1,"IL",3,1,0
0,"CA",4,0,0
1,"TX",5,1,0
1,"WA",5,1,0
0,"MI",2,0,0
1,"CT",2,0,1
1,"TN",4,1,0
0,"WA",2,1,0
0,"MA",5,0,0
0,"WA",5,1,0
1,"GA",5,1,1
1,"MA",5,0,0
1,"FL",1,1,0
1,"AZ",4,1,0
0,"ID",3,0,0
1,"AL",3,1,1
0,"AZ",1,0,0
1,"TX",3,1,1
1,"OH",4,1,0
1,"MI",5,1,1
0,"OR",4,0,0
1,"NV",5,1,1
0,"TX",2,0,0
1,"FL",5,1,0
1,"NJ",2,1,0
0,"IL",3,0,0
1,"CA",3,1,1
1,"NY",5,1,1
1,"AR",3,1,1
1,"FL",1,1,0
0,"CA",3,1,0
1,"MN",3,0,0
0,"CA",2,1,0
1,"GA",3,1,0
1,"FL",2,1,0
0,"FL",5,0,0
1,"AZ",4,1,0
1,"PA",5,1,0
0,"SC",3,0,0
0,"OR",3,0,0
0,"NM",3,0,0
0,"NV",3,0,0
0,"SD",5,0,0
0,"TX",5,0,0
0,"NE",5,0,0
1,"MA",5,0,0
1,"MI",2,1,0
0,"IL",5,0,0
1,"CT",5,0,0
0,"MI",1,0,0
1,"WA",5,1,0
1,"WI",4,1,1
1,"MS",5,0,1
0,"MI",1,1,0
1,"WA",3,1,1
1,"MO",2,1,1
1,"CA",4,1,0
1,"NV",3,1,0
0,"NM",3,0,0
1,"TN",4,1,0
1,"MA",5,1,0
0,"MD",4,0,0
1,"CA",3,1,0
1,"LA",4,1,0
1,"IA",5,1,0
0,"OH",3,0,0
1,"CT",3,1,0
1,"IL",5,1,0
1,"UT",5,1,0
1,"CA",5,1,0
0,"VT",3,0,0
1,"KY",2,1,0
0,"MI",2,0,0
0,"FL",5,0,0
1,"CO",4,1,0
0,"MI",4,0,0
0,"TX",5,0,0
0,"CA",3,0,0
0,"LA",4,0,0
0,"OH",1,0,0
0,"GA",3,1,0
0,"IL",5,0,0
0,"VA",3,0,0
1,"NC",3,1,0
0,"IN",1,1,0
0,"NY",4,0,0
1,"CO",3,1,0
1,"CA",5,1,0
1,"FL",5,1,0
1,"MI",3,1,0
1,"NJ",4,1,0
1,"AZ",4,1,0
0,"TX",1,1,0
1,"IA",3,1,0
0,"TX",3,0,0
0,"CA",5,0,0
0,"TN",4,0,0
1,"MD",5,1,0
0,"MS",4,0,0
1,"NC",2,1,1
0,"FL",3,0,0
0,"IL",2,1,0
1,"MA",1,0,0
0,"CA",4,0,0
0,"AZ",4,0,0
1,"GA",4,1,0
0,"OH",3,0,0
0,"WI",1,0,0
0,"TN",4,0,0
1,"FL",3,0,0
1,"KY",4,1,0
0,"NC",3,1,0
1,"CO",3,1,0
0,"ID",4,0,0
0,"CO",3,0,0
1,"AZ",4,0,0
1,"IL",1,1,1
0,"CA",3,0,0
0,"FL",2,0,0
1,"CO",1,1,0
0,"CA",4,0,0
0,"MN",4,0,0
0,"NV",3,0,0
0,"AZ",5,0,0
1,"IL",3,0,0
1,"TN",3,1,0
0,"WA",3,0,0
0,"IL",5,0,0
0,"CA",2,0,0
1,"NY",3,0,0
1,"MO",1,1,0
1,"CA",4,1,1
0,"VA",3,0,0
0,"PA",4,0,0
0,"MD",5,0,0
1,"OR",4,1,0
0,"FL",5,0,0
0,"VA",2,0,0
0,"ND",2,0,0
1,"TX",3,1,1
0,"FL",3,0,0
1,"WI",3,1,0
0,"MD",4,0,0
1,"VA",5,1,0
0,"VA",3,0,0
1,"WI",4,1,0
0,"OR",1,0,0
0,"MN",2,0,0
1,"IN",3,0,0
1,"OH",2,1,0
0,"MI",2,1,1
0,"KY",4,0,0
1,"AZ",5,0,0
1,"TX",2,1,0
0,"GA",4,0,0
1,"LA",4,1,1
0,"MI",1,0,0
0,"MN",2,0,0
0,"WA",5,0,1
0,"TX",2,1,0
1,"WI",3,1,1
1,"WI",4,1,0
1,"TN",4,1,1
0,"WA",4,0,0
1,"KS",5,0,0
0,"MO",3,1,0
0,"OH",3,0,0
1,"KS",1,0,0
0,"OH",3,0,0
1,"PA",5,1,0
0,"NY",4,1,0
0,"CA",2,0,0
1,"VA",5,0,0
1,"SC",2,1,0
0,"AZ",3,0,0
0,"MN",2,1,0
0,"UT",4,0,0
0,"MO",3,0,0
0,"WA",3,0,0
1,"OR",4,1,1
0,"NM",5,0,0
0,"OH",1,0,0
0,"MO",2,0,0
0,"RI",2,1,0
1,"NJ",5,1,0
1,"CA",4,1,1
1,"PA",4,1,0
0,"WA",5,0,0
1,"UT",3,1,0
1,"TX",2,1,1
0,"WI",5,1,0
0,"NE",2,1,0
1,"NM",4,1,0
1,"WI",3,0,0
1,"NH",5,1,0
1,"NY",4,0,0
0,"MS",2,0,0
0,"VA",5,0,0
1,"WI",3,1,0
0,"NY",1,0,0
0,"OR",3,0,0
0,"OK",3,1,0
1,"IL",3,1,0
1,"CO",1,1,1
1,"WV",5,0,0
1,"UT",3,1,0
1,"NY",5,1,1
0,"FL",4,0,0
1,"NJ",2,1,1
1,"UT",2,1,1
1,"ID",2,1,0
0,"NV",3,1,0
1,"FL",4,1,1
1,"AZ",5,1,0
0,"CA",5,0,0
1,"CA",5,1,1
0,"NJ",3,0,0
1,"ID",5,0,1
1,"NV",5,1,1
0,"CA",5,0,0
1,"IL",3,1,1
0,"TX",5,0,0
0,"SC",5,1,0
1,"OH",2,1,0
1,"IL",3,1,1
1,"CA",5,1,0
0,"CT",5,0,0
1,"TX",3,1,1
1,"IN",2,0,0
1,"IL",2,1,1
0,"TX",1,1,0
0,"WA",5,0,0
0,"FL",4,0,0
1,"AR",3,1,1
0,"OH",5,0,0
0,"FL",5,0,0
0,"MA",4,0,0
1,"TX",4,1,0
0,"NE",1,0,0
1,"NJ",5,0,0
1,"CA",3,1,0
0,"KS",2,0,0
0,"TX",5,0,0
1,"CA",1,1,1
0,"PA",3,0,0
1,"CO",1,1,1
1,"MI",4,0,0
1,"TX",5,1,0
1,"CT",2,1,1
0,"LA",5,1,0
1,"CA",5,1,0
1,"ID",3,1,0
1,"CO",5,1,0
1,"CA",5,0,1
1,"NC",5,1,0
0,"NY",4,0,0
1,"PA",5,1,0
1,"MD",5,1,0
1,"MI",2,0,0
1,"WA",4,1,1
1,"IA",4,1,0
1,"AZ",3,1,0
1,"NY",3,1,0
0,"ID",4,0,0
1,"SD",2,0,0
1,"TX",2,0,0
0,"GA",5,0,0
1,"AZ",4,1,1
0,"NE",5,0,0
1,"TX",5,1,0
0,"NC",3,0,1
0,"SD",2,0,0
1,"AR",2,1,0
0,"UT",3,0,0
0,"WA",3,0,0
1,"MO",2,1,0
0,"WA",4,0,0
0,"IA",3,0,0
0,"TX",4,0,0
1,"NY",3,1,0
1,"MI",3,1,0
0,"IN",5,0,0
1,"FL",3,1,0
1,"MN",4,0,0
1,"MS",2,1,0
0,"MN",4,0,0
1,"FL",5,1,0
0,"CA",3,0,0
1,"AR",2,1,0
1,"MA",5,0,0
1,"KY",3,1,0
1,"VA",5,1,0
0,"NV",3,0,1
0,"KS",3,0,0
0,"OH",2,0,0
0,"ME",3,0,0
1,"NC",5,1,0
0,"VA",3,0,0
0,"MT",4,0,0
0,"NC",2,0,0
0,"NJ",3,0,0
0,"WA",4,0,0
1,"AR",3,1,1
1,"NC",3,1,0
0,"NY",5,0,0
0,"NY",2,1,0
0,"IL",1,1,0
0,"FL",4,0,0
0,"WI",2,0,0
0,"FL",3,0,0
0,"IL",3,0,0
1,"CA",4,1,0
0,"NJ",5,0,0
0,"TX",3,0,0
1,"PA",5,0,1
0,"GA",5,0,0
1,"KY",2,1,1
1,"CA",4,0,0
1,"ID",4,0,0
1,"OR",4,0,1
1,"OH",3,1,0
1,"NJ",3,1,0
0,"OH",5,0,0
0,"MD",4,0,0
1,"FL",5,1,0
0,"NV",3,0,0
0,"WI",5,0,0
0,"TX",3,1,0
1,"MD",5,1,0
1,"AR",4,1,0
1,"SC",3,0,0
0,"WI",3,0,0
0,"MI",5,0,0
1,"NJ",3,1,1
0,"OR",4,1,0
1,"WI",3,1,0
0,"MN",3,0,0
1,"PA",3,0,0
1,"MN",2,1,0
0,"ID",2,0,0
1,"MS",4,1,1
1,"PA",3,1,0
0,"CA",3,0,0
1,"NE",3,0,0
0,"NY",5,0,0
0,"AZ",2,0,0
0,"OR",1,0,0
1,"OR",1,1,0
0,"CO",4,0,0
1,"NV",4,1,0
0,"CA",5,0,0
0,"WY",2,0,0
0,"GA",3,1,0
0,"CA",4,0,0
1,"NV",4,0,0
1,"NM",2,1,0
1,"NJ",2,1,0
0,"MI",2,0,0
0,"NJ",5,0,0
1,"IL",5,1,0
1,"NY",3,0,0
1,"WA",3,1,0
1,"GA",2,1,1
0,"WA",4,0,0
1,"UT",4,1,0
0,"IA",4,0,0
1,"WY",4,1,0
0,"KY",1,0,0
1,"CT",4,0,0
1,"OR",4,1,1
0,"IN",4,1,0
1,"IL",4,0,0
1,"OR",3,1,0
1,"WI",4,1,1
0,"MI",3,0,0
0,"OR",5,0,0
0,"NV",2,0,0
1,"NC",3,1,1
0,"VA",2,0,0
0,"AZ",5,0,0
0,"VA",4,0,0
0,"GA",2,0,0
0,"MN",1,1,1
0,"AZ",2,0,0
0,"MD",4,0,1
0,"IN",2,1,0
1,"CO",5,1,1
0,"TX",3,1,0
0,"OH",1,0,0
1,"MD",3,1,0
0,"MN",4,0,0
1,"FL",5,1,1
1,"CA",5,0,0
1,"NC",2,1,0
0,"TX",3,1,0
0,"TN",4,0,0
1,"WA",3,1,0
1,"MN",3,1,1
0,"PA",4,0,0
0,"NE",5,0,0
0,"HI",4,1,1
1,"MO",3,1,0
0,"OH",5,0,0
0,"WA",3,0,0
1,"CT",5,1,0
0,"OR",2,1,0
0,"WA",3,0,0
0,"NC",3,0,0
0,"IN",1,0,0
0,"MN",1,0,1
1,"OK",5,1,0
0,"OR",1,0,0
1,"OK",3,1,0
0,"CA",5,0,0
0,"CA",5,0,0
1,"HI",5,1,0
1,"NJ",5,1,0
1,"IL",2,1,1
1,"IN",1,1,0
1,"MD",4,1,0
1,"AZ",3,1,1
1,"FL",5,1,0
1,"CA",2,1,1
0,"PA",2,0,0
0,"MN",5,0,0
1,"AZ",5,1,0
1,"FL",3,0,0
1,"PA",2,1,0
1,"KS",3,1,0
1,"NJ",2,0,1
1,"MD",5,1,0
0,"PA",2,1,0
0,"WA",4,0,0
0,"OH",4,0,0
1,"MO",5,1,0
1,"SC",1,1,0
1,"TX",5,1,0
1,"TX",3,1,1
0,"MI",3,0,0
0,"IL",5,1,0
0,"NJ",2,0,0
1,"CO",5,1,1
0,"NY",4,0,0
0,"NJ",3,0,0
1,"PA",2,1,1
1,"NC",3,1,0
1,"TX",4,1,1
0,"CA",5,0,0
0,"FL",2,0,0
0,"NY",2,0,0
1,"CA",4,1,1
1,"OH",4,0,0
0,"WI",5,0,0
1,"FL",5,1,0
1,"GA",3,1,1
1,"CA",3,1,1
1,"WA",5,1,1
1,"MI",4,1,1
1,"NY",3,1,0
0,"FL",1,0,0
1,"MI",2,0,0
0,"NC",5,0,0
0,"VA",3,0,0
1,"IN",5,1,0
0,"OH",4,1,1
0,"PA",5,0,0
0,"OR",3,0,0
